,OrganizationIdentifier,ActivityMediaSubdivisionName,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityConductingOrganizationText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName
16890,UTAHDWQ_WQX,,2019-06-19,,Division of Water Quality,,,39.20217,-110.99596,Potassium
16891,MNPCA,Surface Water,2019-07-15,,,,,44.97736,-93.090457,Magnesium
16892,MNPCA,Surface Water,2019-04-17,,,,,45.012778,-93.220278,"Hardness, carbonate"
16893,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-07-17,,,,,39.812806,-104.954333,Total suspended solids
16894,MNPCA,Surface Water,2019-05-22,,,,,45.050084,-93.273847,Total volatile solids
16895,BPMWQX,Surface Water,2019-01-23,,,,,37.889925,-107.650156,Magnesium
16896,MNPCA,Surface Water,2019-06-14,,,,,45.023889,-93.277222,Sulfate
16897,MNPCA,Surface Water,2019-10-23,,,,,44.94981,-92.92872,Total suspended solids
16898,MNPCA,Surface Water,2019-04-17,,,,,44.97776,-93.090727,Escherichia coli
16899,MNPCA,Surface Water,2019-03-18,,,,,44.978056,-93.245,"Hardness, carbonate"
16900,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-07-03,,,,,40.00148,-104.825378,"Temperature, water"
16901,MNPCA,Surface Water,2019-09-25,,,,,44.875331,-92.99937,"Hardness, carbonate"
16902,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-02,,,,,39.812806,-104.954333,pH
16903,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-06,,,,,39.812806,-104.954333,Turbidity
16904,MNPCA,Surface Water,2019-07-25,,,,,44.925096,-92.91244,pH
16905,INSTOR_WQX,,2019-10-10,,,,,41.69232048,-87.5054023621,pH
16906,MNPCA,Surface Water,2019-08-10,,,,,44.957167,-93.081783,Total volatile solids
16907,UTAHDWQ_WQX,,2019-04-17,,Division of Water Quality,,,40.14387,-111.74946,"Alkalinity, total"
16908,MNPCA,Surface Water,2019-09-23,,,,,44.94981,-92.92872,"Temperature, water"
16909,PALERMOWELLFIELD_WQX,Groundwater,2019-10-20,,"GeoEngineers, Inc.",,,47.0020393,-122.9116999,pH
16910,MNPCA,Surface Water,2019-08-05,,,,,44.989918,-93.470273,Total suspended solids
16911,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-21,,,,,39.812772,-104.95444,Magnesium
16912,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-04,,,,,40.00148,-104.825378,Sulfate
16913,INSTOR_WQX,,2019-07-11,,,,,41.69232048,-87.5054023621,Total dissolved solids
16914,21VASWCB,Surface Water,2019-09-11,0.3,DEQ,,,37.6712,-77.5668,Escherichia coli
16915,MNPCA,Surface Water,2019-07-28,,,,,44.957167,-93.081783,Total suspended solids
16916,UTAHDWQ_WQX,,2019-09-19,,Division of Water Quality,,,39.31283,-110.92287,Magnesium
16917,UTAHDWQ_WQX,,2019-04-16,,Division of Water Quality,,,39.46025,-111.16661,Specific conductance
16918,MNPCA,Surface Water,2019-08-07,,,,,45.023889,-93.277222,Sulfate
16919,SAMISHINDIAN_WQX,,2019-06-17,,,,,48.47,-122.59,Specific conductance
16920,MNPCA,Surface Water,2019-05-27,,,,,44.957167,-93.081783,Total volatile solids
16921,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-21,,,,,40.00148,-104.825378,Sulfate
16922,21VASWCB,,2019-10-09,0.3,DEQ,,,37.6712,-77.5668,Total suspended solids
16923,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-11-25,,,,,39.8658,-84.0183,Total suspended solids
16924,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-12-02,,,,,39.952208,-84.32098,Total suspended solids
16925,UTAHDWQ_WQX,,2019-07-16,,Division of Water Quality,,,37.0386,-113.62998,"Temperature, water"
16926,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-02,,,,,39.812806,-104.954333,Potassium
16927,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-17,,,,,39.812806,-104.954333,Total suspended solids
16928,MNPCA,Surface Water,2019-08-28,,,,,44.97776,-93.090727,Total volatile solids
16929,SAMISHINDIAN_WQX,,2019-09-25,,,,,48.511,-122.698,pH
16930,SAMISHINDIAN_WQX,,2019-11-12,,,,,48.48,-122.57,Fecal Coliform
16931,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-15,,,,,40.00148,-104.825378,Potassium
16932,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-21,,,,,39.812806,-104.954333,Bromide
16933,INSTOR_WQX,,2019-07-08,,,,,41.7250767749,-86.9016515024,Total solids
16934,INSTOR_WQX,,2019-05-09,,,,,41.6183461878,-87.1990612156,Turbidity
16935,21VASWCB,,2019-01-23,0.3,DEQ,,,37.9778,-75.5476,Weather comments (text)
16936,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-19,,,,,40.00148,-104.825378,Sulfate
16937,21OHIO_WQX,Industrial Effluent,2019-04-23,,,,,39.37,-81.5083,Total suspended solids
16938,MNPCA,Surface Water,2019-05-10,,,,,45.050084,-93.273847,pH
16939,SAMISHINDIAN_WQX,,2019-07-29,,,,,48.5,-122.6,Dissolved oxygen (DO)
16940,UTAHDWQ_WQX,,2019-04-17,,Division of Water Quality,,,38.57944,-109.57183,"Temperature, water"
16941,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-16,,,,,39.812772,-104.95444,Bromide
16942,21VASWCB,Surface Water,2019-10-31,0.3,DEQ,,,37.9794,-75.5487,Total suspended solids
16943,INSTOR_WQX,,2019-05-09,,,,,41.6183461878,-87.1990612156,Fluoride
16944,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-02,,,,,39.812806,-104.954333,Magnesium
16945,SAMISHINDIAN_WQX,,2019-12-11,,,,,48.47,-122.59,Salinity
16946,MNPCA,Surface Water,2019-07-23,,,,,44.202651,-93.812717,"Temperature, water"
16947,UTAHDWQ_WQX,,2019-03-26,,Division of Water Quality,,,39.46025,-111.16661,Sodium
16948,MNPCA,Surface Water,2019-08-03,,,,,45.023889,-93.277222,Total volatile solids
16949,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-06,,,,,39.812806,-104.954333,Dissolved oxygen (DO)
16950,WFWQC_UT,,2019-02-12,,,,,40.144972,-111.650333,Dissolved oxygen (DO)
16951,MNPCA,Surface Water,2019-09-14,,,,,44.202651,-93.812717,Stream condition (text)
16952,KINGCOUNTY,,2019-03-11,,,,,47.466814,-122.434652,Fecal Coliform
16953,UTAHDWQ_WQX,,2019-07-16,,Division of Water Quality,,,38.87497,-111.28156,pH
16954,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-10-02,,,,,40.00148,-104.825378,Calcium
16955,INSTOR_WQX,,2019-04-09,,,,,41.69232048,-87.5054023621,Total dissolved solids
16956,MNPCA,Surface Water,2019-09-12,,,,,44.94981,-92.92872,"Hardness, carbonate"
16957,MNPCA,Surface Water,2019-05-21,,,,,44.97736,-93.090457,Calcium
16958,SAMISHINDIAN_WQX,,2019-10-23,,,,,48.5044,-122.606,Dissolved oxygen (DO)
16959,WFWQC_UT,,2019-09-11,,,,,40.21143,-111.65195,Total suspended solids
16960,SAMISHINDIAN_WQX,,2019-10-23,,,,,48.49,-122.61,Specific conductance
16961,MNPCA,Surface Water,2019-05-27,,,,,44.932031,-93.144877,"Hardness, carbonate"
16962,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-04-08,,,,,40.5703,-84.2106,"Carbonaceous biochemical oxygen demand, standard conditions"
16963,UTAHDWQ_WQX,,2019-05-22,,Division of Water Quality,,,38.57944,-109.57183,Total dissolved solids
16964,INSTOR_WQX,,2019-07-11,,,,,41.69232048,-87.5054023621,"Hardness, carbonate"
16965,UTAHDWQ_WQX,,2019-12-18,,Division of Water Quality,,,39.51447,-111.58635,Dissolved oxygen saturation
16966,WIDNR_WQX,,2019-09-23,1.0,WIDNR_WQX,,,46.535004,-91.58253,pH
16967,UTAHDWQ_WQX,,2019-09-24,,Division of Water Quality,,,40.14387,-111.74946,pH
16968,WIDNR_WQX,,2019-07-23,4.0,WIDNR_WQX,,,45.82015,-91.89824,Total suspended solids
16969,MNPCA,Surface Water,2019-07-01,,,,,45.03739,-92.8425,Total volatile solids
16970,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-19,,,,,39.812806,-104.954333,"Alkalinity, total"
16971,WFWQC_UT,,2019-02-12,,,,,40.144972,-111.650333,Total dissolved solids
16972,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-06,,,,,40.00148,-104.825378,Magnesium
16973,WIDNR_WQX,,2019-09-03,4.0,WIDNR_WQX,,,45.82015,-91.89824,"Biochemical oxygen demand, standard conditions"
16974,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-06,,,,,39.812772,-104.95444,Escherichia coli
16975,MNPCA,Surface Water,2019-05-22,,,,,45.050084,-93.273847,"Hardness, carbonate"
16976,MNPCA,Surface Water,2019-01-09,,,,,45.050084,-93.273847,"Hardness, carbonate"
16977,MNPCA,Surface Water,2019-07-09,,,,,45.012778,-93.220278,Sulfate
16978,MNPCA,Surface Water,2019-07-23,,,,,45.03739,-92.8425,Chloride
16979,21OHIO_WQX,Industrial Effluent,2019-04-23,,,,,39.37,-81.5083,Sodium
16980,21VASWCB,Surface Water,2019-10-21,0.3,DEQ,,,37.9794,-75.5487,Total volatile solids
16981,SAMISHINDIAN_WQX,,2019-11-12,,,,,48.48,-122.59,pH
16982,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-15,,,,,39.812806,-104.954333,Magnesium
16983,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-21,,,,,39.812772,-104.95444,Calcium
16984,MNPCA,Surface Water,2019-02-27,,,,,44.953353,-93.205417,"Carbonaceous biochemical oxygen demand, standard conditions"
16985,MNPCA,Surface Water,2019-08-16,,,,,44.9971,-93.47175,Chloride
16986,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-06,,,,,39.812772,-104.95444,Calcium
16987,KINGCOUNTY,,2019-03-12,,,,,47.387938,-122.469603,Fecal Coliform
16988,SAMISHINDIAN_WQX,,2019-03-21,,,,,48.48,-122.59,Dissolved oxygen (DO)
16989,MNPCA,Surface Water,2019-08-05,,,,,45.023889,-93.277222,Sulfate
16990,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-06,,,,,39.812806,-104.954333,"Carbonaceous biochemical oxygen demand, standard conditions"
16991,UTAHDWQ_WQX,,2019-02-07,,Division of Water Quality,,,38.57944,-109.57183,Potassium
16992,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-09-10,,,,,40.5703,-84.2106,Calcium
16993,MNPCA,Surface Water,2019-07-15,,,,,44.910663,-93.192374,Calcium
16994,MNPCA,Surface Water,2019-10-08,,,,,44.97776,-93.090727,"Carbonaceous biochemical oxygen demand, standard conditions"
16995,OREGONDEQ,Wastewater Treatment Plant Influent,2019-05-09,,,,,45.456,-123.9665,Total suspended solids
16996,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-20,,,,,40.00148,-104.825378,Sulfate
16997,INSTOR_WQX,,2019-05-14,,,,,41.65241767,-87.4381260151,"Alkalinity, total"
16998,MNPCA,Surface Water,2019-06-23,,,,,45.023889,-93.277222,Total dissolved solids
16999,SAMISHINDIAN_WQX,,2019-11-12,,,,,48.48,-122.59,"Temperature, water"
17000,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-18,,,,,39.812772,-104.95444,Magnesium
17001,MNPCA,Surface Water,2019-01-23,,,,,44.957167,-93.081783,Chloride
17002,21VASWCB,Surface Water,2019-03-27,0.1,DEQ,,,37.6712,-77.5668,Escherichia coli
17003,INSTOR_WQX,,2019-12-04,,,,,41.7250767749,-86.9016515024,Dissolved oxygen saturation
17004,MNPCA,Surface Water,2019-04-17,,,,,44.910663,-93.192374,Escherichia coli
17005,INSTOR_WQX,,2019-01-23,,,,,41.65241767,-87.4381260151,Fluoride
17006,MNPCA,Surface Water,2019-05-27,,,,,44.86311,-93.00493,Total volatile solids
17007,MNPCA,Surface Water,2019-03-10,,,,,45.050084,-93.273847,"Hardness, carbonate"
17008,INSTOR_WQX,,2019-03-05,,,,,41.6183461878,-87.1990612156,Escherichia coli
17009,UTAHDWQ_WQX,,2019-07-17,,Division of Water Quality,,,38.57944,-109.57183,Dissolved oxygen saturation
17010,MNPCA,Surface Water,2019-02-27,,,,,44.97776,-93.090727,pH
17011,SAMISHINDIAN_WQX,,2019-08-15,,,,,48.5044,-122.606,pH
17012,UTAHDWQ_WQX,,2019-04-16,,Division of Water Quality,,,39.46025,-111.16661,Dissolved oxygen saturation
17013,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-18,,,,,40.00148,-104.825378,Total suspended solids
17014,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-05,,,,,39.812806,-104.954333,"Carbonaceous biochemical oxygen demand, standard conditions"
17015,MNPCA,Surface Water,2019-06-30,,,,,44.957167,-93.081783,"Carbonaceous biochemical oxygen demand, standard conditions"
17016,MNPCA,Surface Water,2019-10-23,,,,,44.94981,-92.92872,"Temperature, water"
17017,UTAHDWQ_WQX,,2019-07-16,,Division of Water Quality,,,39.20217,-110.99596,Total suspended solids
17018,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-07-17,,,,,39.812806,-104.954333,"Hardness, carbonate"
17019,MNPCA,Surface Water,2019-06-14,,,,,45.050084,-93.273847,Dissolved oxygen (DO)
17020,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-04,,,,,39.812806,-104.954333,Dissolved oxygen (DO)
17021,MNPCA,Surface Water,2019-02-27,,,,,44.978056,-93.239444,Total suspended solids
17022,BPMWQX,Surface Water,2019-12-06,,,,,37.87673048,-107.6443288,Calcium
17023,INSTOR_WQX,,2019-02-05,,,,,41.69232048,-87.5054023621,Calcium carbonate
17024,OREGONDEQ,Industrial Effluent,2019-06-11,,,,,45.48784,-123.83914,Chlorine
17025,MNPCA,Surface Water,2019-04-17,,,,,44.957167,-93.081783,Escherichia coli
17026,INSTOR_WQX,,2019-09-19,,,,,41.65241767,-87.4381260151,Calcium carbonate
17027,WIDNR_WQX,,2019-05-29,,WIDNR_WQX,,,45.383327,-92.65001,Calcium carbonate
17028,SANDIAWQ_WQX,,2019-08-20,,,,,35.25974,-106.59623,Chloride
17029,PALERMOWELLFIELD_WQX,Groundwater,2019-10-24,,"GeoEngineers, Inc.",,,47.0024943,-122.9119127,Turbidity
17030,UTAHDWQ_WQX,,2019-05-22,,Division of Water Quality,,,38.57944,-109.57183,Total suspended solids
17031,MNPCA,Surface Water,2019-02-27,,,,,44.978056,-93.245,"Biochemical oxygen demand, standard conditions"
17032,INSTOR_WQX,,2019-10-10,,,,,41.65241767,-87.4381260151,"Temperature, water"
17033,MNPCA,Surface Water,2019-08-26,,,,,44.84048,-93.00483,"Hardness, carbonate"
17034,SANDIAWQ_WQX,,2019-08-20,,,,,35.25974,-106.59623,Total suspended solids
17035,PALERMOWELLFIELD_WQX,Groundwater,2019-10-25,,"GeoEngineers, Inc.",,,47.0024943,-122.9119127,Turbidity
17036,MNPCA,Surface Water,2019-02-27,,,,,44.97776,-93.090727,Chloride
17037,MNPCA,Surface Water,2019-05-08,,,,,44.910663,-93.192374,Calcium
17038,UTAHDWQ_WQX,,2019-12-18,,Division of Water Quality,,,39.51447,-111.58635,Calcium
17039,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-10-16,,,,,39.812806,-104.954333,Bromide
17040,MNPCA,Surface Water,2019-10-21,,,,,44.957167,-93.081783,Chloride
17041,INSTOR_WQX,,2019-09-19,,,,,41.5997954912,-87.3429555221,Total solids
17042,WFWQC_UT,,2019-09-11,,,,,40.144972,-111.650333,Total dissolved solids
17043,21VASWCB,,2019-01-23,0.3,DEQ,,,37.9794,-75.5487,"Temperature, water"
17044,WIDNR_WQX,,2019-08-20,4.0,WIDNR_WQX,,,45.82015,-91.89824,"Temperature, water"
17045,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-03,,,,,39.812772,-104.95444,"Alkalinity, total"
17046,UTAHDWQ_WQX,,2019-09-17,,Division of Water Quality,,,39.32302,-111.11461,Total suspended solids
17047,MNPCA,Surface Water,2019-03-08,,,,,44.953353,-93.205417,"Hardness, carbonate"
17048,MNPCA,Surface Water,2019-05-10,,,,,45.012778,-93.220278,Total dissolved solids
17049,MNPCA,Surface Water,2019-08-26,,,,,44.809706,-92.930417,"Hardness, carbonate"
17050,MNPCA,Surface Water,2019-06-26,,,,,45.012778,-93.220278,"Temperature, water"
17051,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-06,,,,,39.812806,-104.954333,"Biochemical oxygen demand, standard conditions"
17052,KINGCOUNTY,,2019-07-22,,,,,47.362017,-122.488269,Fecal Coliform
17053,KINGCOUNTY,,2019-04-30,,,,,47.386276,-122.476558,Fecal Coliform
17054,MNPCA,Surface Water,2019-02-27,,,,,44.932031,-93.144877,Total suspended solids
17055,21VASWCB,,2019-10-21,0.3,DEQ,,,37.9794,-75.5487,"Temperature, water"
17056,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-15,,,,,40.00148,-104.825378,Sodium
17057,WFWQC_UT,,2019-05-15,,,,,40.144972,-111.650333,"Temperature, water"
17058,MNPCA,Surface Water,2019-04-09,,,,,45.050084,-93.273847,Sulfate
17059,INSTOR_WQX,,2019-01-23,,,,,41.65241767,-87.4381260151,Total dissolved solids
17060,MNPCA,Surface Water,2019-01-09,,,,,45.012778,-93.220278,Dissolved oxygen (DO)
17061,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-06,,,,,39.812772,-104.95444,Total suspended solids
17062,WIDNR_WQX,,2019-10-07,1.0,WIDNR_WQX,,,46.535004,-91.58253,Dissolved oxygen (DO)
17063,INSTOR_WQX,,2019-12-05,,,,,41.6183461878,-87.1990612156,Chemical oxygen demand
17064,WIDNR_WQX,,2019-09-17,4.0,WIDNR_WQX,,,45.82015,-91.89824,"Temperature, water"
17065,INSTOR_WQX,,2019-11-21,,,,,41.69232048,-87.5054023621,Total suspended solids
17066,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-30,,,,,40.548159,-83.075511,Calcium
17067,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-11-18,,,,,41.5389,-83.7139,"Hardness, Ca, Mg"
17068,MNPCA,Surface Water,2019-07-26,,,,,45.03739,-92.8425,Chloride
17069,21VASWCB,,2019-04-09,0.3,DEQ,,,37.9629,-75.594,Specific conductance
17070,UTAHDWQ_WQX,,2019-02-19,,Division of Water Quality,,,40.14387,-111.74946,"Temperature, water"
17071,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-20,,,,,40.00148,-104.825378,"Carbonaceous biochemical oxygen demand, standard conditions"
17072,INSTOR_WQX,,2019-02-13,,,,,41.7250767749,-86.9016515024,"Biochemical oxygen demand, standard conditions"
17073,MNPCA,Surface Water,2019-02-27,,,,,44.97776,-93.090727,Chloride
17074,21VASWCB,Surface Water,2019-10-21,0.3,DEQ,,,37.9663,-75.5931,Total suspended solids
17075,UTAHDWQ_WQX,,2019-03-05,,Division of Water Quality,,,37.03965,-113.63329,Total suspended solids
17076,MNPCA,Surface Water,2019-06-30,,,,,45.012778,-93.220278,"Hardness, carbonate"
17077,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-15,,,,,39.812806,-104.954333,pH
17078,INSTOR_WQX,,2019-10-10,,,,,41.69232048,-87.5054023621,Dissolved oxygen saturation
17079,MNPCA,Surface Water,2019-03-08,,,,,44.957167,-93.081783,Total volatile solids
17080,MNPCA,Surface Water,2019-10-21,,,,,44.932031,-93.144877,"Hardness, carbonate"
17081,UTAHDWQ_WQX,,2019-02-12,,Division of Water Quality,,,39.68163,-110.54488,Dissolved oxygen saturation
17082,CSKTRIBE,,2019-07-10,,,,,47.1909,-114.0671,Turbidity Field
17083,MNPCA,Surface Water,2019-04-22,,,,,44.932031,-93.144877,Magnesium
17084,MNPCA,Surface Water,2019-08-16,,,,,44.989918,-93.470273,Total suspended solids
17085,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-20,,,,,40.00148,-104.825378,Potassium
17086,MNPCA,Surface Water,2019-04-23,,,,,44.910663,-93.192374,Total volatile solids
17087,MNPCA,Surface Water,2019-10-01,,,,,44.957167,-93.081783,pH
17088,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-12-03,,,,,39.812772,-104.95444,"Biochemical oxygen demand, standard conditions"
17089,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-20,,,,,39.812806,-104.954333,Fluoride
17090,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-05,,,,,39.812772,-104.95444,Potassium
17091,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-30,,,,,40.548159,-83.075511,"Hardness, Ca, Mg"
17092,MNPCA,Surface Water,2019-03-18,,,,,44.978056,-93.245,Salinity
17093,MNPCA,Surface Water,2019-05-29,,,,,44.202651,-93.812717,"Transparency, tube with disk"
17094,UTAHDWQ_WQX,,2019-09-24,,Division of Water Quality,,,40.14387,-111.74946,Specific conductance
17095,21VASWCB,Surface Water,2019-04-09,0.3,DEQ,,,37.9017,-75.5115,Total volatile solids
17096,PALERMOWELLFIELD_WQX,Groundwater,2019-10-24,,"GeoEngineers, Inc.",,,47.0024943,-122.9119127,Dissolved oxygen (DO)
17097,SSCW,,2019-07-08,,,,,42.5101,-70.88787,General observation (text)
17098,WIDNR_WQX,,2019-09-24,4.0,WIDNR_WQX,,,45.82015,-91.89824,Dissolved oxygen (DO)
17099,UTAHDWQ_WQX,,2019-06-19,,Division of Water Quality,,,38.57944,-109.57183,"Biochemical oxygen demand, standard conditions"
17100,INSTOR_WQX,,2019-05-08,,,,,41.7250767749,-86.9016515024,Total suspended solids
17101,MNPCA,Surface Water,2019-01-09,,,,,45.023889,-93.277222,Chloride
17102,INSTOR_WQX,,2019-08-13,,,,,41.65241767,-87.4381260151,Sulfate
17103,UTAHDWQ_WQX,,2019-12-18,,Division of Water Quality,,,39.51447,-111.58635,pH
17104,SAMISHINDIAN_WQX,,2019-03-21,,,,,48.47,-122.59,Salinity
17105,MNPCA,Surface Water,2019-06-04,,,,,44.97776,-93.090727,Calcium
17106,SAMISHINDIAN_WQX,,2019-08-15,,,,,48.48,-122.59,pH
17107,WFWQC_UT,,2019-03-19,,,,,40.144972,-111.650333,Salinity
17108,MNPCA,Surface Water,2019-09-18,,,,,44.202651,-93.812717,"Temperature, water"
17109,UTAHDWQ_WQX,,2019-01-15,,Division of Water Quality,,,37.03965,-113.63329,Total suspended solids
17110,MNPCA,Surface Water,2019-01-09,,,,,44.978056,-93.245,"Biochemical oxygen demand, standard conditions"
17111,MNPCA,Surface Water,2019-07-01,,,,,44.910663,-93.192374,"Hardness, carbonate"
17112,CHATTAHOOCHEERIVERKEEPER,,2019-02-14,,,,,33.768614,-84.425954,Escherichia coli
17113,INSTOR_WQX,,2019-12-10,,,,,41.5997954912,-87.3429555221,Turbidity
17114,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-19,,,,,39.812772,-104.95444,"Biochemical oxygen demand, standard conditions"
17115,21COL001_WQX,Wastewater Treatment Plant Effluent,2019-12-18,,CDPHE-WQCD,,,40.1726,-105.9157,Sodium
17116,MNPCA,Surface Water,2019-07-23,,,,,44.978056,-93.245,Total volatile solids
17117,MNPCA,Surface Water,2019-06-30,,,,,44.989918,-93.470273,Chloride
17118,SANDIAWQ_WQX,,2019-08-20,,,,,35.307659,-106.561985,"Alkalinity, total"
17119,SAMISHINDIAN_WQX,,2019-08-15,,,,,48.48,-122.59,Specific conductance
17120,WIDNR_WQX,,2019-02-19,,WIDNR_WQX,,,45.383327,-92.65001,Chloride
17121,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-18,,,,,39.812806,-104.954333,"Biochemical oxygen demand, standard conditions"
17122,MNPCA,Surface Water,2019-10-21,,,,,44.932031,-93.144877,Magnesium
17123,WIDNR_WQX,,2019-07-09,,WIDNR_WQX,,,45.884422,-89.65167,pH
17124,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-07-03,,,,,39.812806,-104.954333,Fluoride
17125,INSTOR_WQX,,2019-07-08,,,,,41.7250767749,-86.9016515024,Turbidity
17126,MNPCA,Surface Water,2019-03-18,,,,,45.023889,-93.277222,Total dissolved solids
17127,21VASWCB,Surface Water,2019-10-21,0.3,DEQ,,,37.9003,-75.5125,Escherichia coli
17128,MNPCA,Surface Water,2019-07-16,,,,,44.94981,-92.92872,"Hardness, carbonate"
17129,MNPCA,Surface Water,2019-08-16,,,,,44.910663,-93.192374,Total dissolved solids
17130,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-07-03,,,,,39.812806,-104.954333,Escherichia coli
17131,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-20,,,,,39.812806,-104.954333,Chloride
17132,INSTOR_WQX,,2019-01-03,,,,,41.6183461878,-87.1990612156,Specific conductance
17133,UTAHDWQ_WQX,,2019-05-20,,Division of Water Quality,,,37.03965,-113.63329,Magnesium
17134,MNPCA,Surface Water,2019-05-18,,,,,44.910663,-93.192374,Total suspended solids
17135,MNPCA,Surface Water,2019-06-24,,,,,44.9971,-93.47175,Chloride
